ID;rem;alt;slo;rain;coast;land;pres
484;2,7705;216;22,10959;3000;0,03566;2;0
485;3,03869;270;16,78612;3057,2793;0,03765;2;0
486;3,05454;294;23,6878;3086,71436;0,03944;2;0
487;3,08157;265;14,74263;3108,19409;0,04179;2;0
488;3,17036;325;11,46234;3140,01587;0,04013;2;0
489;3,25573;339;16,55341;3186,95313;0,04139;1;0
490;3,32483;367;13,95932;3250,59668;0,04216;1;0
491;3,36828;408;8,93032;3331,74219;0,04416;1;0
492;3,38547;390;14,90756;3388,22583;0,04552;2;0
493;2,77078;197;8,64038;3581,54346;0,04396;2;0
494;2,54302;472;28,35313;3023,86646;0,0312;1;0
495;2,58392;506;35,18371;3036,59497;0,0301;1;0
496;2,7791;655;23,73082;3089,10107;0,03032;1;0
497;2,82299;568;26,47984;3090,69214;0,03201;1;0
498;2,78747;398;33,66711;3063,64355;0,03362;1;0
499;2,52191;180;5,88598;3579,95215;0,04213;2;0
500;2,38148;170;8,35085;3607,00073;0,04083;2;0
501;2,08101;135;7,02169;3647,57349;0,03892;2;0
502;1,97255;122;7,77952;3700,875;0,03826;2;0
503;1,8675;117;6,40668;3725,53711;0,03708;2;0
504;2,84741;407;33,30485;3128,08276;0,02678;1;0
505;2,8993;383;29,13854;3174,22437;0,02821;1;0
506;2,80888;370;28,20875;3223,5481;0,02966;1;0
507;2,79525;340;22,19401;3264,9165;0,03152;1;0
508;2,83998;343;14,74268;3267,30322;0,03307;1;0
509;1,2149;154;14,59654;2962,60938;0,02709;2;0
510;1,72078;203;21,44711;2985,68018;0,02836;2;0
511;2,14827;223;29,96251;2988,06689;0,0307;2;0
512;2,33508;308;20,47697;3000;0,03149;2;0
513;2,3155;363;26,24067;3000;0,03117;2;0
514;2,20634;414;33,38015;3000;0,02531;1;0
515;2,24671;356;27,16051;3000,79565;0,02304;2;0
516;2,46269;415;30,19224;3027,04858;0,02382;2;0
517;2,55157;352;25,66557;3046,93726;0,02238;2;0
518;2,73495;368;26,62803;3094,66992;0,02492;1;0
519;1,03516;112;13,47552;3000;0,00877;4;0
520;1,0595;130;15,19397;3000;0,01003;3;0
521;1,53734;168;8,0097;3000;0,01152;2;0
522;1,63352;171;6,53018;3000;0,01291;2;0
523;1,87526;181;13,9086;3000,80054;0,01437;2;0
524;1,69449;524;8,847;2942,7207;0,09644;3;0
525;1,46386;499;9,37933;2917,26343;0,09734;2;0
526;1,84509;533;13,14844;2984,08911;0,09874;2;0
527;2,21183;583;18,50055;3064,43921;0,09958;2;0
528;1,12673;488;8,64572;2856,00635;0,09594;2;0
529;2,45997;640;17,04717;3092,2832;0,09102;2;0
530;2,49989;665;16,69204;3134,44702;0,09338;2;0
531;2,3256;638;16,98746;3105,01196;0,09446;2;0
532;2,01646;590;13,31646;3036,59497;0,09493;2;0
533;1,89598;559;11,25482;3006,36426;0,09605;2;0
534;2,20851;657;14,11947;2708,83057;0,08244;2;0
535;1,87582;575;17,4515;2715,99048;0,08419;2;0
536;1,32645;519;10,66098;2686,55518;0,08557;2;0
537;0,7363;489;13,94346;2666,66675;0,08647;2;0
538;0;447;14,74265;2677,00879;0,08808;2;0
539;2,56243;712;23,02852;3046,93726;0,08867;2;0
540;2,63554;696;7,19952;3122,51392;0,0898;2;0
541;2,85374;618;25,22975;3185,36206;0,08918;1;0
542;3,09977;523;18,67212;3264,9165;0,08919;1;0
543;3,20678;587;32,16015;3104,21631;0,08035;1;0
544;3,06943;606;25,40271;3035,00391;0,08093;2;0
545;2,83898;678;17,06466;2926,80981;0,08099;1;0
546;2,86908;696;19,41065;2866,34839;0,07925;1;0
547;2,80967;680;16,42909;2809,06909;0,07748;2;0
548;4,31926;322;11,39892;3629,27612;0,08455;1;0
549;4,40896;311;13,72957;3715,99048;0,08661;1;0
550;4,38369;312;16,02748;3797,93164;0,0924;1;0
551;4,5189;276;12,18016;3771,67871;0,08799;1;0
552;4,33989;321;14,75156;3722,35474;0,08824;1;0
553;3,57342;381;16,17158;3282,41846;0,08054;2;0
554;3,64551;327;17,61;3321,40015;0,08064;2;0
555;3,8071;279;6,4724;3399,36353;0,08087;2;0
556;3,96779;270;9,46252;3480,50903;0,08117;2;0
557;4,13594;280;23,74988;3540,17505;0,08252;1;0
558;2,93219;698;19,46951;2873,5083;0,07685;2;0
559;3,14232;680;20,21796;2981,70239;0,07681;2;0
560;3,24228;681;7,59133;3052,50586;0,07623;2;0
561;3,33486;668;8,26698;3083,53223;0,07509;2;0
562;3,46143;676;26,59492;3150,35791;0,07459;2;0
563;5,16568;236;20,16805;3897,37476;0,08207;1;0
564;5,08905;228;15,52444;3864,75732;0,08295;2;0
565;5,09678;253;21,50044;3871,91724;0,08449;1;0
566;4,90693;263;28,16051;3827,3667;0,08576;2;0
567;4,61467;247;17,96366;3774,86084;0,08593;2;0
568;4,11223;497;24,76535;3460,62061;0,07366;2;0
569;4,38996;323;22,03374;3600,63647;0,07561;2;0
570;4,31015;366;24,05829;3552,10815;0,07577;2;0
571;4,19382;403;23,04857;3502,78442;0,07597;2;0
572;4,07452;396;14,35419;3453,46069;0,07622;2;0
573;3,53127;604;18,19227;3188,54419;0,07295;1;0
574;3,59902;526;26,59491;3259,34766;0,07319;2;0
575;3,5236;592;19,00058;3249,00562;0,07151;2;0
576;3,61238;628;19,54484;3294,35156;0,07118;2;0
577;3,73987;453;23,97702;3330,15112;0,06927;2;0
578;5,56889;456;18,41052;4290,37402;0,08253;1;0
579;5,60296;494;7,20599;4264,12109;0,0835;1;0
580;5,6206;439;7,63427;4249,00537;0,08566;1;0
581;5,63837;442;5,16868;4260,93896;0,08683;1;0
582;5,6631;470;4,62754;4297,53369;0,08866;1;0
583;4,66697;215;16,65626;3951,47168;0,07433;1;0
584;4,87638;260;13,82586;4004,77319;0,07666;1;0
585;5,07643;319;25,06814;4090,69214;0,07799;1;0
586;4,73962;206;18,6077;3902,14795;0,07587;1;0
587;5,50225;477;17,77376;4301,51172;0,0804;1;0
588;4,00389;464;30,07068;3436,75415;0,07047;2;0
589;4,141;450;15,09346;3498,01123;0,0719;2;0
590;4,36803;373;21,71877;3577,56567;0,07251;2;0
591;4,40832;313;13,8066;3626,09399;0,07245;2;0
592;4,41121;276;13,94346;3673,82666;0,07204;2;0
593;3,50821;396;6,81164;3299,92041;0,06247;2;0
594;3,48474;414;27,58863;3269,6897;0,06376;2;0
595;3,52552;426;32,81712;3279,23633;0,06535;2;0
596;3,43547;467;31,50054;3261,73438;0,06626;2;0
597;5,42193;272;23,62391;4366,74609;0,07956;1;0
598;5,4112;214;25,81026;4420,84326;0,07892;1;0
599;4,63779;227;5,91794;4289,57813;0,07128;1;0
600;4,69068;246;9,32014;4261,73438;0,07249;1;0
601;4,79721;248;8,26133;4270,48535;0,07429;1;0
602;4,86498;263;10,94777;4278,44092;0,076;1;0
603;5,10865;273;16,44727;4323,78662;0,07782;1;0
604;4,5457;178;14,59655;3895,78369;0,07199;1;0
605;4,40614;177;15,4124;3800,31812;0,06899;2;0
606;4,51086;250;24,46434;3900,55688;0,06984;1;0
607;4,32238;167;9,87177;3708,83057;0,06819;2;0
608;4,22012;185;13,10425;3636,43604;0,06743;2;0
609;3,7507;369;17,38127;3500,39771;0,05752;2;0
610;3,71136;343;3,76853;3477,3269;0,05857;2;0
611;3,73204;375;10,99337;3455,05176;0,05965;2;0
612;3,68807;383;11,61147;3431,98096;0,06074;2;0
613;3,60249;367;15,27387;3380,27051;0,06125;2;0
614;4,19998;189;23,50666;4221,16162;0,063;2;0
615;4,1376;190;18,91808;4284,80518;0,06245;2;0
616;4,26202;183;16,62293;4192,52197;0,06418;2;0
617;4,3863;286;18,2813;4294,35156;0,06654;1;0
618;4,44932;285;14,68023;4268,89404;0,06772;1;0
619;3,73821;235;11,4505;3891,80591;0,05781;2;0
620;3,8841;224;20,54739;3902,9436;0,05962;2;0
621;3,87892;249;22,02481;3802,70483;0,05893;2;0
622;3,99144;171;19,83614;3931,58325;0,06079;2;0
623;4,11822;130;12,57545;4047,73267;0,06307;2;0
624;3,63336;430;23,85283;3649,96021;0,05337;1;0
625;3,49751;438;21,18921;3605,40967;0,05151;1;0
626;3,70074;360;16,56122;3693,71509;0,05522;2;0
627;3,73792;401;22,3562;3625,29834;0,05427;1;0
628;3,88718;375;26,65471;3589,49878;0,05569;2;0
629;5,1896;424;30,21795;5645,18701;0,07539;1;0
630;5,16032;318;18,71188;5552,90381;0,07448;1;0
631;5,13709;293;8,68851;5501,19336;0,07428;1;0
632;5,06198;302;6,77709;5406,12549;0,07395;1;0
633;5,22397;331;9,51107;5413,28564;0,07563;1;0
634;5,27547;367;13,32976;5466,18945;0,07745;1;0
635;4,75686;242;16,97484;5182,17969;0,06899;1;0
636;4,7446;199;11,42276;5102,62549;0,0694;1;0
637;4,58806;160;7,08148;4922,03662;0,0686;1;0
638;4,50938;148;16,31148;4904,53467;0,06687;1;0
639;4,33565;119;10,94776;4837,70898;0,06452;1;0
640;3,97832;129;17,8889;4286,396;0,06015;2;0
641;3,89245;136;16,00067;4334,12891;0,0594;2;0
642;3,8209;133;15,45733;4351,63086;0,05812;2;0
643;3,6973;135;16,41348;4369,92822;0,05685;2;0
644;3,66679;121;18,41948;4417,66113;0,05618;2;0
645;2,96456;285;3,71774;3930,7876;0,05004;2;0
646;3,18118;262;18,601;3938,74292;0,05181;2;0
647;3,28248;251;12,00143;3863,96191;0,05243;2;0
648;3,48844;212;11,43469;3914,08105;0,05478;2;0
649;3,62166;199;11,20632;3984,08911;0,05653;2;0
650;3,41606;344;18,22879;3574,38354;0,04922;2;0
651;3,29881;304;20,50043;3529,83301;0,04736;2;0
652;2,92558;294;16,93729;3849,64209;0,04886;2;0
653;2,93501;312;21,2862;3777,24731;0,04772;2;0
654;3,25142;349;17,91465;3724,74146;0,05022;2;0
655;3,3085;362;16,02748;3459,02954;0,04641;2;0
656;3,32685;356;21,26199;3401,75024;0,04504;2;0
657;3,32136;380;13,88322;3344,47095;0,04368;2;0
658;3,33999;400;16,53282;3276,84961;0,04282;1;0
659;3,28485;379;16,79878;3210,81934;0,04034;1;0
660;3,26215;406;20,96884;3197,29517;0,03917;1;0
661;3,13544;484;11,35514;3171,83765;0,03683;1;0
662;3,02886;489;24,09554;3136,03809;0,035;1;0
663;2,94861;497;10,10147;3124,10498;0,03383;1;0
664;2,73018;536;30,56809;3062,05249;0,0319;1;0
665;0,78089;123;7,43595;2934,76538;0,02558;2;0
666;1,33854;128;11,85401;2951,47168;0,02744;2;0
667;1,87168;131;15,50207;2956,24512;0,02962;2;0
668;5,05795;366;35,66716;6384,646;0,07675;1;0
669;5,08183;388;16,55088;5687,35107;0,07403;1;0
670;5,14481;432;28,45329;5822,59326;0,07573;1;0
671;5,06469;359;20,96495;5807,47803;0,07417;1;0
672;5,07069;355;17,60994;5902,14795;0,07522;1;0
673;5,08041;342;20,45339;5982,1001;0,07669;1;0
674;4,66419;235;7,56051;5660,7002;0,06851;1;0
675;4,69124;268;9,81573;5586,71436;0,06901;1;0
676;4,82944;291;6,81161;5603,81885;0,07059;1;0
677;4,8245;292;13,07704;5540,57275;0,07077;1;0
678;4,62665;236;11,66968;5428,40088;0,06869;1;0
679;4,47193;210;12,66058;5309,4668;0,06453;1;0
680;4,39961;206;8,64034;5231,50342;0,06268;1;0
681;4,29628;192;8,06185;5149,5625;0,06083;1;0
682;4,10617;185;4,66832;5066,03027;0,05899;1;0
683;4,70543;320;17,42971;5212,41064;0,06795;1;0
684;3,56748;89;10,69945;4367,54199;0,05443;2;0
685;3,52864;81;2,84811;4445,50537;0,05438;2;0
686;3,5309;75;3,81862;4494,8291;0,05381;2;0
687;3,49754;70;2,76321;4514,71777;0,05268;2;0
688;3,37044;72;4,05977;4533,81055;0,05158;4;0
689;2,40143;279;11,03059;4069,2124;0,04715;2;0
690;2,71875;274;20,53764;3996,81787;0,04777;2;0
691;2,94247;318;21,50223;4005,56885;0,0495;2;0
692;2,62278;248;11,71222;4198,09082;0,04808;2;0
693;2,81963;217;11,67357;4268,09863;0,04855;2;0
694;1,33184;184;17,66949;3816,229;0,03836;2;0
695;1,85021;113;3,73051;3739,85669;0,03826;2;0
696;1,42098;265;9,32014;4049,32373;0,0435;2;0
697;1,82217;213;16,42908;3978,52026;0,0443;2;0
698;1,90449;173;12,31231;3898,17017;0,04306;2;0
699;1,8573;113;1,31149;3698,48853;0,03649;2;0
700;1,87883;120;9,54006;3655,52905;0,03472;2;0
701;2,00987;141;8,78395;3569,61011;0,03304;2;0
702;2,24108;174;8,52688;3514,71753;0,0338;2;0
703;2,41365;227;13,43927;3443,91406;0,03349;2;0
704;2,53316;248;13,31641;3385,83936;0,03257;2;0
705;2,52208;238;10,92695;3342,08423;0,03085;2;0
706;2,43857;208;9,11477;3368,3374;0,02956;2;0
707;2,54394;218;15,93865;3312,64917;0,02869;2;0
708;2,70546;279;15,27097;3183,771;0,02629;1;0
709;2,73836;325;23,96596;3104,21631;0,02449;1;0
710;2,59437;280;17,03969;3102,62524;0,02294;2;0
711;2,39287;237;20,96875;3053,30151;0,02035;2;0
712;2,20577;242;10,0651;3022,27515;0,01892;2;0
713;2,37876;282;15,27384;3023,86646;0,02053;2;0
714;4,36013;123;11,05936;6303,10254;0,07072;2;0
715;4,79104;135;9,51588;6375,49707;0,07082;2;0
716;4,78473;165;20,06351;6342,48193;0,07244;1;0
717;4,79222;174;18,42627;6308,27344;0,07408;1;0
718;4,94426;287;22,4513;6343,67529;0,07581;1;0
719;3,80074;174;19,3874;6225,93457;0,06821;1;0
720;3,9496;134;19,02222;6249,40332;0,06987;2;0
721;4,72674;148;7,70119;6245,02783;0,07404;1;0
722;4,66517;134;8,66178;6227,52588;0,07237;2;0
723;4,18328;121;13,95295;6163,88232;0,07156;2;0
724;4,01578;220;14,74266;5453,8584;0,06292;1;0
725;3,31166;161;20,06149;5555,29053;0,0611;1;0
726;3,46003;182;13,58368;5577,56543;0,06254;1;0
727;3,55452;167;10,41394;5559,26807;0,06325;1;0
728;3,57901;170;7,40443;5680,98633;0,06551;1;0
729;3,22251;176;5,39238;5303,10254;0,0558;1;0
730;3,33487;170;5,66558;5200,47754;0,05468;1;0
731;4,09561;275;11,50965;5379,4751;0,06188;1;0
732;4,04522;274;7,77355;5296,73828;0,06044;1;0
733;3,59174;205;6,4941;5381,06592;0,05954;1;0
734;2,81111;56;4,15225;4539,37939;0,04349;2;0
735;3,01099;82;29,87429;4601,43213;0,04488;2;0
736;3,09272;62;7,33466;4610,18311;0,04697;2;0
737;3,25534;89;19,77048;4678,59961;0,04881;2;0
738;3,37403;89;17,29118;4757,35889;0,05066;2;0
739;2,45573;188;20,08974;4304,69385;0,03762;3;0
740;2,19827;187;21,64451;4235,48145;0,03739;3;0
741;1,92734;239;26,98582;4195,7041;0,03789;2;0
742;1,88194;240;20,82579;4182,9751;0,03906;2;0
743;2,80739;130;7,63426;4406,52344;0,0468;2;0
744;1,46203;242;27,85727;4106,60303;0,03851;2;0
745;0,65176;275;19,23477;4043,75488;0,03923;2;0
746;0;297;25,61329;3967,38257;0,03817;2;0
747;0;251;19,29641;3877,48608;0,0378;2;0
748;0;253;30,71825;3837,70874;0,03547;2;0
749;3,92307;320;12,85681;6665,47314;0,06049;1;0
750;4,02643;351;13,35974;6673,82666;0,06212;1;0
751;4,84083;389;11,65033;6714,39941;0,06271;1;0
752;4,94893;438;18,41949;6746,61914;0,06198;1;0
753;3,65031;284;8,13084;6590,29443;0,06;1;0
754;3,26069;288;7,30909;6433,17432;0,05931;1;0
755;3,37722;310;5,91793;6465,39355;0,06105;1;0
756;3,61795;337;12,25374;6496,02246;0,0628;1;0
757;3,90997;356;7,01501;6524,66211;0,06456;1;0
758;3,76737;360;7,15383;6470,16699;0,0652;1;0
759;3,35471;313;1,74842;6290,37402;0,06404;1;0
760;3,22919;297;6,7215;6244,23242;0,06321;1;0
761;2,92319;275;9,4381;6223,15039;0,06157;2;0
762;2,78206;254;6,06727;6164,67773;0,06081;2;0
763;2,63568;241;5,13193;6169,45117;0,05914;2;0
764;2,08717;162;14,76338;5751,79004;0,05871;2;0
765;2,37375;107;11,77758;5740,65234;0,05994;2;0
766;2,41006;88;15,66576;5622,11621;0,0583;2;1
767;2,66824;93;11,57239;5563,64355;0,0585;2;0
768;2,80676;119;7,10129;5548,52832;0,05908;1;0
769;2,84063;137;16,70218;5447,8916;0,05644;1;0
770;2,99347;172;3,73049;5408,91016;0,05629;1;0
771;3,14109;173;2,84811;5388,22607;0,05696;1;0
772;2,58768;86;7,17342;5533,41309;0,05744;2;0
773;2,47295;77;3,10413;5509,94434;0,05613;2;0
774;2,84724;148;8,03873;4714,39941;0,04206;1;0
775;2,93187;163;4,32024;4798,72705;0,04393;1;0
776;3,02724;164;2,35329;4828,95801;0,04537;1;0
777;3,06377;191;4,82791;4920,44531;0,04724;1;0
778;3,10126;203;1,5761;5001,59131;0,04946;1;0
779;2,47049;70;11,94876;4477,32715;0,03642;2;0
780;2,48636;88;8,33972;4435,16309;0,03645;3;0
781;2,63985;77;11,72766;4454,25635;0,038;2;0
782;2,66168;107;10,59657;4380,27051;0,03748;3;0
783;2,49885;164;18,81093;4315,83154;0,03661;4;0
784;2,51508;226;10,72923;4162,29102;0,02801;3;0
785;2,52498;199;7,89847;4179,79297;0,02963;3;0
786;1,83832;167;9,96432;3977,72485;0,03083;3;0
787;2,03385;135;7,98642;4000;0,02963;3;0
788;2,08981;117;10,25452;3988,06689;0,02786;3;0
789;3,22351;297;7,30909;6521,47949;0,05411;2;0
790;3,31016;307;10,96437;6568,81445;0,05444;2;0
791;3,51028;319;7,17343;6634,44727;0,05501;2;0
792;3,71646;328;8,35083;6682,57764;0,05615;2;0
793;3,62461;326;4,70873;6659,9043;0,05744;2;0
794;2,66407;267;6,05173;6353,22217;0,05094;2;0
795;2,84244;275;10,79697;6415,27441;0,05278;2;0
796;3,06478;287;13,95296;6471,7583;0,05383;2;0
797;3,35457;258;7,0217;6523,46875;0,05725;1;0
798;3,19946;240;5,13193;6485,68018;0,05548;1;0
799;2,51543;134;1,66449;4669,05322;0,03874;2;0
800;2,61429;124;8,29501;4754,17676;0,04058;2;0
801;2,73951;136;9,46249;4684,16846;0,04065;2;0
802;2,71219;136;7,02169;4835,32227;0,04269;1;0
803;2,49904;110;7,10127;4768,49658;0,04006;2;0
804;2,13494;110;7,4422;4519,49072;0,03314;2;0
805;2,26654;86;8,91474;4279,23633;0,03008;3;0
806;2,2325;80;7,20597;4342,08447;0,03123;3;0
807;2,28729;70;14,99795;4398,56787;0,0331;2;0
808;2,34675;60;15,38422;4455,84717;0,03496;2;0
809;2,04413;213;12,95712;4030,23071;0,0193;3;0
810;2,28261;230;13,00522;4063,64355;0,02151;3;0
811;2,37789;241;7,23836;4081,94116;0,02302;3;0
812;2,44304;250;11,23057;4099,44336;0,02457;3;0
813;2,44425;235;18,72065;4116,94531;0,02616;4;0
814;3,68958;353;3,41092;6687,74854;0,05268;2;0
815;3,52315;330;10,6738;6631,26514;0,05065;2;0
816;3,42868;323;2,7632;6588,70313;0,05027;2;0
817;3,21515;325;3,22448;6515,51318;0,04831;2;0
818;3,17532;323;2,79747;6483,69141;0,04667;2;0
819;2,26721;231;3,32618;6244,62988;0,0474;2;0
820;2,41403;245;6,05173;6286,79395;0,04831;2;0
821;2,58061;262;3,32617;6335,32227;0,04928;2;0
822;2,63488;248;6,58032;6335,32227;0,04771;2;0
823;2,74872;251;7,20597;6364,35938;0,04712;2;0
824;1,81096;70;17,72405;4416,06982;0,02796;4;0
825;1,83358;54;12,56471;4481,30469;0,02945;4;0
826;1,91232;72;18,5474;4544,15283;0,03024;2;0
827;1,49033;43;1,95464;4365,95068;0,02837;2;0
828;2,23584;98;12,78715;4620,5249;0,03559;2;0
829;1,17665;38;0,87441;4241,8457;0,0248;2;0
830;1,37667;39;2,8481;4303,10254;0,02649;2;0
831;1,57559;119;19,38107;4035,79956;0,01742;2;0
832;1,79639;127;22,66534;4072,39453;0,01927;2;0
833;1,78223;98;21,71877;4116,94531;0,02105;2;0
834;3,64231;96;8,54861;6732,54346;0,00348;2;0
835;3,7098;101;10,76315;6748,12988;0,00256;2;0
836;3,87339;45;12,85683;6782,11572;0,00108;2;0
837;3,69391;19;7,01501;6830,86865;0,0062;2;0
838;3,81077;71;6,94114;6808,45752;0,00443;2;0
839;3,15501;153;11,94873;6680,76904;0,01059;2;0
840;2,99876;173;18,23565;6670,02734;0,01038;2;0
841;3,01383;190;18,31084;6675,71045;0,01083;2;0
842;3,13769;169;23,06006;6706,89648;0,0124;2;0
843;3,24938;165;27,64865;6739,98389;0,01408;2;0
844;3,2341;175;29,67651;6754,18311;0,0151;2;0
845;3,28151;152;28,48775;6769,68994;0,01628;2;0
846;3,33091;159;30,24242;6761,33643;0,0171;2;0
847;3,26347;181;28,55412;6755,76758;0,01783;2;0
848;2,75621;177;26,48782;6700,875;0,0224;2;0
849;2,8076;174;15,14524;6707,23926;0,02119;2;0
850;3,15355;160;14,03491;6758,55225;0,0213;2;0
851;3,14503;147;7,13416;6764,51855;0,02029;2;0
852;3,37118;148;27,58979;6772,87207;0,01896;2;0
853;1,37492;96;5,48786;6539,77734;0,02566;2;0
854;1,88446;95;6,72148;6588,30566;0,02715;2;0
855;2,53084;139;19,2006;6639,61816;0,02796;2;0
856;2,43848;146;20,69491;6653,93799;0,02584;2;0
857;2,76699;164;25,6585;6687,35107;0,02496;2;0
858;3,82022;329;14,2528;6558,47266;0,03801;2;0
859;3,42691;264;7,99226;6554,09717;0,03615;2;0
860;3,14696;239;17,94491;6512,72852;0,03475;2;0
861;2,7894;212;15,39829;6503,97754;0,03289;2;0
862;2,91983;187;10,00568;6452,66504;0,03497;2;0
863;4,17919;366;11,77761;6628,87842;0,04093;2;0
864;3,60573;371;5,30405;6581,94092;0,04207;2;0
865;3,46707;378;3,04216;6523,86621;0,04217;2;0
866;3,372;386;5,86191;6485,68018;0,042;2;0
867;3,36883;381;12,18015;6459,42725;0,04135;2;0
868;2,94595;146;10,64385;6296,73828;0,04026;2;0
869;3,05575;146;5,30405;6330,54883;0,04063;2;0
870;3,19899;178;8,53233;6348,44873;0,04015;2;0
871;3,29892;215;16,71747;6329,35547;0,03872;2;0
872;3,33557;250;25,26438;6293,55615;0,03711;2;0
873;2,75293;233;8,33969;6260,54102;0,04122;2;0
874;2,64116;221;5,68221;6232,69678;0,04099;2;0
875;2,43058;193;7,13417;6198,88623;0,04;2;0
876;2,35312;173;13,04629;6153,54004;0,03828;2;0
877;2,07342;142;14,15989;6091,88525;0,03738;2;0
878;1,58672;75;10,13319;4314,24023;0,02467;2;0
879;0;173;15,3842;4566,42822;0,02704;2;0
880;0;169;17,09929;4518,69531;0,02522;2;0
881;0,49667;182;6,77709;4451,07422;0,02353;2;0
882;0;181;14,74263;4384,24805;0,02187;2;0
883;0;72;10,92695;3937,10181;0,01593;4;0
884;1,01228;65;15,67403;4019,09302;0,01767;3;0
885;0,85844;31;13,19903;4058,87036;0,01956;4;0
886;0,91277;32;6,64422;4105,80762;0,02096;2;0
887;1,29352;56;11,59192;4146,38037;0,0208;2;0
888;3,22983;102;8,07914;6579,90869;0,00327;2;0
889;3,43482;136;14,35415;6621,66162;0,00332;2;0
890;3,56794;135;7,63425;6661,89746;0,00308;2;0
891;3,63856;108;13,18552;6690,37646;0,00381;2;0
892;3,44909;114;16,04891;6706,17969;0,00682;2;0
893;3,07892;90;10,99753;6497,7876;0,00181;2;0
894;1,95263;73;14,56949;6447,71973;0,00209;2;0
895;2,40748;106;9,32011;6469,41162;0,00209;2;0
896;2,75419;138;8,53232;6512,15088;0,00331;2;0
897;0,54242;20;1,11461;6418,65283;0,0018;2;0
898;0,53645;33;1,8544;6424,61084;0,00351;2;0
899;0;32;1,57609;6472,84668;0,0048;2;0
900;0;24;0,9776;6502,65039;0,00712;2;0
901;0;29;1,87996;6486,979;0,00822;2;0
902;0;63;3,92899;6429,03467;0,01373;2;0
903;0;38;5,38362;6448,96289;0,01152;2;0
904;0;59;4,1408;6378,70068;0,0131;2;0
905;0,94977;80;4,19771;6386,18213;0,01573;2;0
906;0,92933;95;2,41331;6404,53467;0,01758;2;0
907;0,75211;118;1,57609;6289,57813;0,0253;2;0
908;1,07576;107;4,82789;6301,11377;0,02304;2;0
909;1,28278;110;5,62378;6307,47803;0,02157;2;0
910;1,28172;93;5,92588;6290,37402;0,01971;2;0
911;0,96887;96;5,30404;6295,54492;0,01823;2;0
912;2,95811;199;17,39338;6391,4082;0,03792;2;0
913;2,68243;166;9,09954;6345,2666;0,03723;2;0
914;2,73412;186;11,66968;6273,66748;0,03525;2;0
915;3,18434;256;11,6503;6205,64844;0,03347;2;0
916;3,09155;205;12,73106;6171,04199;0,03207;2;0
917;3,01933;177;4,05975;6129,67383;0,03072;2;0
918;2,95025;175;4,19771;6010,34229;0,02809;2;0
919;2,91595;168;7,43591;5920,04785;0,02624;2;0
920;2,68329;171;11,19819;5820,60449;0,02478;2;0
921;2,58587;147;9,51587;5791,16943;0,02512;2;0
922;2,508;162;2,1632;5711,21729;0,02389;2;0
923;2,47607;147;3,614;5702,46631;0,02437;2;0
924;2,46289;139;4,62754;5657,51807;0,02415;2;0
925;0;167;12,99149;4222,31152;0,01445;3;0
926;0;177;12,18013;4149,87695;0,01273;2;0
927;0;205;9,18544;4187,44971;0,01397;2;0
928;0,68489;180;21,60084;4215,76416;0,0151;2;0
929;0,61276;193;15,91433;4268,89404;0,0169;2;0
930;0;170;14,55143;4189,33984;0,01539;3;0
931;0;184;20,91934;4084,06714;0,01309;3;0
932;0;165;18,84598;4018,82153;0,01124;3;0
933;0;157;19,38105;3939,55103;0,00895;3;0
934;0;127;16,55083;3906,67749;0,01371;4;0
935;1,35418;58;2,54784;6315,55176;0,00827;2;0
936;1,39249;40;5,58167;6284,35107;0,00636;2;0
937;1,15082;33;3,45249;6271,42871;0,00533;2;0
938;0,60551;23;3,22447;6252,92236;0,0032;2;0
939;0;26;3,49358;6295,81152;0,00294;2;0
940;0,53103;68;3,32618;6272,53906;0,01379;2;0
941;0,30331;77;0,6913;6261,94336;0,01524;2;0
942;0,71183;78;2,65772;6253,58301;0,01672;2;0
943;1,5515;80;4,02452;6167,62988;0,01357;2;0
944;1,57305;73;9,59299;6150,21289;0,01174;2;0
945;1,25012;82;2,93054;6249,80127;0,0182;2;0
946;1,69942;97;2,0731;6214,00146;0,01909;2;0
947;2,05839;112;11,3511;6208,43262;0,02067;2;0
948;1,9278;97;8,78395;6164,67773;0,01861;2;0
949;1,54325;88;7,13416;6198,09082;0,01725;2;0
950;2,82398;219;7,38547;6072,79248;0,02829;2;0
951;3,01072;224;7,77953;5985,68018;0,02865;2;0
952;3,07366;229;3,22447;5921,24121;0,03003;2;0
953;3,02942;223;1,27455;5803,10254;0,0285;2;0
954;2,66698;204;13,25619;6173,42871;0,02892;2;0
955;3,08544;258;8,51054;5679,39551;0,02279;2;0
956;3,07834;243;4,28718;5809,86475;0,02516;2;0
957;3,06601;246;7,85111;5887,43018;0,02641;2;0
958;3,09337;243;4,5864;5992,84033;0,02876;2;0
959;3,14658;239;2,54784;6057,2793;0,03049;2;0
960;2,66463;159;10,25453;5729,51465;0,02257;2;0
961;2,92373;243;24,97409;5694,90869;0,02154;1;0
962;2,92715;308;20,007;5585,91895;0,01924;2;0
963;3,17547;432;14,95431;5569,2124;0,01888;2;0
964;3,20487;441;7,10128;5533,01514;0,01838;2;0
965;2,46683;43;20,40619;5901,91064;0,00112;2;0
966;2,74549;112;18,72067;5833,93262;0,00279;2;0
967;2,9711;116;11,00991;5729,54541;0,00485;2;0
968;2,8453;142;13,18551;5649,76953;0,00552;2;0
969;2,44416;128;17,97985;5523,97656;0,00404;2;0
